,id,original_title,popularity,release_date
2007,44982,13,0.988366,3/12/10
2008,37786,Sex and the City 2,0.984762,5/26/10
2009,38303,You Again,0.982925,9/24/10
2010,35019,Nanny McPhee and the Big Bang,0.981468,3/26/10
2011,23048,Hot Tub Time Machine,0.944055,3/26/10
2012,43549,The Experiment,0.932529,7/15/10
2013,41402,Let Me In,0.9196350000000001,10/1/10
2014,43949,Flipped,0.918093,8/6/10
2015,41216,Legend of the Guardians: The Owls of Ga'Hoole,0.914278,7/10/10
2016,22907,Takers,0.912689,8/26/10
2017,42297,Burlesque,0.912122,11/23/10
2018,44129,The Company Men,0.8923559999999989,10/21/10
2019,38073,Going the Distance,0.8785290000000001,9/1/10
2020,41283,Faster,0.878074,11/23/10
2021,41411,La Rafle,0.876654,3/10/10
2022,41436,Paranormal Activity 2,0.875432,10/20/10
2023,42188,Never Let Me Go,0.856916,9/15/10
2024,40662,Batman: Under the Red Hood,0.8568370000000001,7/27/10
2025,27579,The American,0.8562219999999989,8/31/10
2026,50393,Kung Fu Panda Holiday,0.84783,11/26/10
2027,23742,Cop Out,0.8391069999999989,2/26/10
2028,101669,Mother's Day,0.8370639999999989,9/23/10
2029,43933,Monsters,0.827664,6/18/10
2030,59468,The Way,0.826116,9/10/10
2031,38408,Life as We Know It,0.82289,10/8/10
2032,23759,Centurion,0.804348,2/15/10
2033,55347,Beginners,0.802711,9/11/10
2034,54553,Minions: Home Makeover,0.79882,12/13/10
2035,63555,AÃ±o bisiesto,0.7957069999999989,5/17/10
2036,41505,Shelter,0.7948850000000001,3/27/10
2037,44113,Stone,0.791799,10/7/10
2038,33217,Diary of a Wimpy Kid,0.789582,3/19/10
2039,43947,I Spit on Your Grave,0.788144,6/17/10
2040,43593,Piranha 3D,0.78688,8/20/10
2041,38357,Morning Glory,0.7784399999999989,1/12/10
2042,45094,Conviction,0.773316,9/11/10
2043,49852,The Nutcracker: The Untold Story,0.764791,11/24/10
2044,38358,The Last Exorcism,0.761889,8/27/10
2045,23023,Tooth Fairy,0.756229,1/14/10
2046,39285,Beauty & the Briefcase,0.754526,4/18/10
2047,38363,Fair Game,0.7541680000000001,5/20/10
2048,45657,The Ward,0.745434,9/13/10
2049,30675,Planet Hulk,0.744585,2/2/10
2050,26388,Buried,0.740867,9/24/10
2051,38778,Dinner for Schmucks,0.73988,7/30/10
2052,13477,When in Rome,0.733947,1/29/10
2053,46541,Game of Death,0.6986939999999989,11/27/10
2054,52338,Waiting for Forever,0.6936640000000001,2/10/10
2055,39781,The Kids Are All Right,0.68633,7/9/10
2056,48844,The Search for Santa Paws,0.674413,10/12/10
2057,42684,Skyline,0.671484,11/11/10
2058,48289,The Debt,0.670027,4/11/10
2059,49953,Sammy's avonturen: De geheime doorgang,0.6691060000000001,8/3/10
2060,44718,Get Low,0.661465,7/30/10
2061,38199,Unthinkable,0.659899,6/14/10
2062,39013,Winter's Bone,0.659749,6/11/10
2063,31900,Gainsbourg (vie hÃ©roÃ¯que),0.658786,1/20/10
2064,27004,Ca$h,0.6559550000000001,1/1/10
2065,39691,Cats & Dogs 2 : The Revenge of Kitty Galore,0.655878,7/30/10
2066,44244,Camp Rock 2: The Final Jam,0.6538,6/6/10
2067,37931,MacGruber,0.649289999999999,5/21/10
2068,38843,Ramona and Beezus,0.648081,7/23/10
2069,7978,The Wolfman,0.642475,2/11/10
2070,27583,Greenberg,0.642315,3/26/10
2071,42888,How Do You Know,0.640576,12/17/10
2072,16290,Jackass 3D,0.640516,10/15/10
2073,54551,Minions: Banana,0.635089999999999,12/13/10
2074,50479,Avalon High,0.631664999999999,11/12/10
2075,58496,Senna,0.629432,10/7/10
2076,52208,Nude Nuns With Big Guns,0.62808,9/24/10
2077,45649,Rubber,0.619772,7/9/10
2078,66193,Sinners and Saints,0.6195510000000001,9/14/10
2079,23172,The Spy Next Door,0.618078,1/15/10
2080,34016,She's Out of My League,0.61643,3/11/10
2081,41215,Black Death,0.611978,6/7/10
2082,46503,All Good Things,0.608691,12/3/10
2083,53172,Henry's Crime,0.602854,1/14/10
2084,37414,The Killer Inside Me,0.602017,2/19/10
2085,48838,London Boulevard,0.599676,11/10/10
2086,44603,Hereafter,0.598275,10/15/10
2087,51250,Gun,0.598083,6/10/10
2088,43931,My Soul to Take,0.597254,10/8/10
2089,42194,TEKKEN,0.59643,3/20/10
2090,42194,TEKKEN,0.59643,3/20/10
2091,60309,The Conspirator,0.591206,9/10/10
2092,35153,The Heavy,0.5833020000000001,4/8/10
2093,34803,Death at a Funeral,0.579188,4/15/10
2094,46441,Mirrors 2,0.576838,10/18/10
2095,35458,Crazy on the Outside,0.569318,1/8/10
2096,44835,Hesher,0.564203,1/22/10
2097,44629,Animal Kingdom,0.554060999999999,6/3/10
2098,38579,Marmaduke,0.552064999999999,6/4/10
2099,59490,Cave of Forgotten Dreams,0.550709,9/10/10
2100,43943,Jack Goes Boating,0.548639,9/23/10
2101,45569,Red Hill,0.545277,11/5/10
2102,44363,Frozen,0.538392,2/5/10
2103,33909,Wall Street: Money Never Sleeps,0.535535,9/2/10
2104,65760,The Whistleblower,0.534678,9/13/10
2105,47626,Legend of the BoneKnapper Dragon,0.534572,10/15/10
2106,40247,Please Give,0.534468,1/22/10
2107,43434,Carlos,0.534192,5/19/10
2108,36550,Jack and the Beanstalk,0.534144,4/20/10
2109,38407,Shanghai,0.532098,6/10/10
2110,60011,The Bang Bang Club,0.528989,9/15/10
2111,50838,Wrecked,0.524061,12/4/10
2112,47518,The Tortured,0.523187,6/15/10
2113,35690,The Last Song,0.518174,3/31/10
2114,74997,The Human Centipede 2 (Full Sequence),0.516644,8/21/10
2115,44009,Another Year,0.514465,11/5/10
2116,44874,Barbie: A Fashion Fairytale,0.514385,9/14/10
2117,45658,Everything Must Go,0.513857,10/15/10
2118,33555,Sherlock Holmes,0.513524,1/26/10
2119,29427,The Crazies,0.512957,2/26/10
2120,48946,Chatroom,0.51097,8/11/10
2121,41180,The Client List,0.507471,7/19/10
2122,51200,í¬í™” ì†ìœ¼ë¡œ,0.507092,6/16/10
2123,27585,Rabbit Hole,0.49863500000000005,12/16/10
2124,39210,Somewhere,0.49843000000000004,9/3/10
2125,12819,Alpha and Omega,0.495162,9/17/10
2126,38031,You Will Meet a Tall Dark Stranger,0.493121,5/23/10
2127,36950,You Don't Know Jack,0.493069,4/14/10
2128,47533,Scooby-Doo! Curse of the Lake Monster,0.490141,10/15/10
2129,51170,Open Season 3,0.48424300000000003,1/25/10
2130,43920,Dog Pound,0.47811800000000004,4/24/10
2131,40205,16 Wishes,0.47421,6/25/10
2132,35558,StarStruck,0.473513,2/14/10
2133,41135,Operation: Endgame,0.47052200000000005,7/20/10
2134,41515,Yogi Bear,0.470249,12/11/10
2135,37932,Flicka 2,0.46045699999999995,5/4/10
2136,35217,Friendship!,0.460154,1/13/10
2137,41592,StreetDance 3D,0.455662,5/19/10
2138,48466,Scared Shrekless,0.44976099999999997,10/28/10
2139,38570,The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0.44809499999999997,6/8/10
2140,38093,Just Wright,0.44737,5/14/10
2141,45162,Superman/Batman: Apocalypse,0.44494399999999995,9/28/10
2142,45132,Super,0.44389300000000004,9/9/10
2143,44638,The Tempest,0.44380699999999995,12/10/10
2144,41179,PiÃ¨ce MontÃ©e,0.44343699999999997,3/10/10
2145,45013,Burning Palms,0.44282299999999997,4/23/10
2146,48392,Sound of Noise,0.442301,12/25/10
2147,51736,Bloomington,0.426522,6/23/10
2148,59457,Womb,0.42419700000000005,7/15/10
2149,51256,Donkey's Christmas Shrektacular,0.423663,12/7/10
2150,46198,My Girlfriend's Boyfriend,0.423512,4/22/10
2151,45077,Every Day,0.422828,1/14/10
2152,45745,Sintel,0.609668999999999,9/30/10
2153,12685,BloodRayne: The Third Reich,0.41703500000000004,11/5/10
2154,50337,Firebreather,0.41671400000000003,11/24/10
2155,38626,Going Postal,0.410128,5/30/10
2156,43641,Superman/Shazam!: The Return of Black Adam,0.23283,11/9/10
2157,44918,Titanic II,0.407787,8/7/10
2158,45272,Country Strong,0.406941,12/22/10
2159,47386,YellowBrickRoad,0.40117600000000003,1/23/10
2160,30061,Justice League: Crisis on Two Earths,0.400305,2/23/10
2161,39452,Exit Through the Gift Shop,0.397548,1/24/10
2162,46934,Mr. Nice,0.39566999999999997,10/7/10
2163,73211,Kongen av BastÃ¸y,0.393778,12/16/10
2164,43930,"Tomorrow, When the War Began",0.39362600000000003,8/8/10
2165,45756,Sint,0.390858,10/31/10
2166,129269,Into the Universe with Stephen Hawking,0.389123,4/24/10
2167,46911,GÃ´ruden suranbÃ¢,0.38553200000000004,1/30/10
2168,33107,And Soon the Darkness,0.385303,2/25/10
2169,41382,Lottery Ticket,0.379104,8/20/10
2170,367186,The Pillars of the Earth,0.08289400000000001,7/23/10
2171,27569,Extraordinary Measures,0.375979,1/21/10
2172,278427,Family Guy Presents: It's a Trap!,0.374797,10/22/10
2173,44040,Devil,0.368927,1/13/10
2174,46837,Kaboom,0.368374,8/22/10
2175,31007,Welcome to the Rileys,0.364652,10/29/10
2176,80188,Boy Wonder,0.361861,8/11/10
2177,44716,HÃ¦vnen,0.359688,8/26/10
2178,60695,Sundays at Tiffany's,0.359543,12/6/10
2179,40619,Day & Night,0.356462,6/17/10
2180,39053,Cyrus,0.348945,6/18/10
2181,29564,Smokin' Aces 2: Assassins' Ball,0.346981,1/19/10
2182,58446,Daydream Nation,0.34663099999999997,9/10/10
2183,71622,Atrocious,0.345663,10/15/10
2184,84520,The Bunny Game,0.18999100000000002,1/1/10
2185,64956,Inception: The Cobol Job,0.34123000000000003,12/7/10
2186,89704,Happy People: A Year in the Taiga,0.340855,9/3/10
2187,34563,Our Family Wedding,0.31259499999999996,3/12/10
2188,50090,ì˜í˜•ì œ,0.146543,2/4/10
2189,52010,"Ultramarines: A Warhammer 40,000 Movie",0.335013,12/10/10
2190,48495,Double Wedding,0.334115,7/20/10
2191,31261,Halo Legends,0.332904,2/16/10
2192,34751,Free Willy: Escape From Pirate's Cove,0.331978,3/23/10
2193,46829,Barney's Version,0.328667,10/26/10
2194,55061,Frankie & Alice,0.32716,5/17/10
2195,75311,The People vs. George Lucas,0.255051,3/14/10
2196,12201,Edge of Darkness,0.3261,1/29/10
2197,44678,Altitude,0.321863,10/10/10
2198,49787,The Reef,0.321694,5/15/10
2199,57749,The Clinic,0.32616799999999996,10/10/10
2200,31035,En ganske snill mann,0.319013,3/19/10
2201,44877,4.3.2.1,0.318587,6/2/10
2202,70695,Dirty Girl,0.315527,9/12/10
2203,51409,The Tree,0.312322,5/23/10
2204,55890,Bereavement,0.309807,7/16/10
2205,54559,Minions: Orientation Day,0.308417,12/13/10
2206,44219,The Chosen One,0.30735100000000004,9/3/10
2207,42296,Catfish,0.346071,9/17/10
2208,35169,Furry Vengeance,0.302377,4/2/10
2209,45324,Casino Jack,0.301054,9/16/10
2210,37737,Kites,0.30028299999999997,5/21/10
2211,32206,Quantum Apocalypse,0.297737,2/24/10
2212,43919,Hatchet II,0.29666,8/26/10
2213,47559,The First Grader,0.287095,9/4/10
2214,189197,The Pacific,0.7570819999999989,5/16/10
2215,44263,Chun sing gai bei,0.289545,8/11/10
2216,44037,Lake Placid 3,0.28946900000000003,8/21/10
2217,70588,The Myth of the American Sleepover,0.289022,5/17/10
2218,49350,Harriet the Spy: Blog Wars,0.286433,1/1/10
2219,51462,Brotherhood,0.28568699999999997,1/1/10
2220,43935,Dylan Dog: Dead of Night,0.28324099999999997,10/26/10
2221,48832,Scott Pilgrim vs. the Animation,0.281852,8/10/10
2222,63561,Ben Hur,0.279938,5/1/10
2223,42307,Road Train,0.27868899999999996,5/28/10
2224,70076,Lying to Be Perfect,0.27826799999999996,1/30/10
2225,75170,Third Star,0.276859,6/1/10
2226,47407,Milf,0.49421400000000004,10/17/10
2227,38568,Howl,0.275607,8/26/10
2228,43942,Freakonomics,0.27519,10/1/10
2229,47607,Tiny Furniture,0.271442,11/12/10
2230,56601,The Perfect Game,0.271381,4/1/10
2231,47218,Happythankyoumoreplease,0.269283,1/20/10
2232,55692,Scrat's Continental Crack-Up,0.26795,12/25/10
2233,36515,The Prince & Me 4: The Elephant Adventure,0.26564899999999997,3/23/10
2234,43263,Jesse Stone: No Remorse,0.284327,5/9/10
2235,55215,Dead Space: Aftermath,0.260669,12/31/10
2236,60575,Prowl,0.25964899999999996,9/4/10
2237,52015,Stake Land,0.2596,9/30/10
2238,41988,DC Showcase: Jonah Hex,0.257311,7/27/10
2239,69270,Super Hybrid,0.256392,1/1/10
2240,46967,Bill Burr: Let It Go,0.247732,9/18/10
2241,41827,Red White & Blue,0.162356,10/8/10
2242,56968,Pregnancy Pact,0.252021,1/23/10
2243,39312,Restrepo,0.187905,6/25/10
2244,46528,The Warrior's Way,0.25054,12/2/10
2245,44992,Hubble 3D,0.377897,3/19/10
2246,50204,Burke & Hare,0.24657800000000002,10/29/10
2247,43642,Abandoned,0.245627,8/24/10
2248,59437,Beautiful Boy,0.24543800000000002,9/12/10
2249,32916,Scooby-Doo! Abracadabra-Doo,0.24494699999999997,2/16/10
2250,45662,Space Chimps 2: Zartog Strikes Back,0.2448,5/26/10
2251,46812,Lost Boys: The Thirst,0.243848,5/12/10
2252,56272,Elektra Luxx,0.559371,3/14/10
2253,32612,The Traveler,0.241802,10/1/10
2254,12645,Inhale,0.24154099999999998,8/27/10
2255,37495,Four Lions,0.24040300000000003,5/7/10
2256,39681,Les 7 jours du talion,0.23779699999999998,6/22/10
2257,43418,Beneath Hill 60,0.280412,4/15/10
2258,50053,2010: Moby Dick,0.23457399999999998,11/23/10
2259,62728,Brighton Rock,0.408233,9/13/10
2260,73454,X,0.230821,12/31/10
2261,63727,Exorcismus,0.22912399999999997,12/29/10
2262,36801,Cemetery Junction,0.22840500000000002,4/14/10
2263,30587,Aziz Ansari: Intimate Moments for a Sensual Evening,0.22804499999999997,1/19/10
2264,51859,Gekijouban Trigun: Badlands Rumble,0.227437,4/2/10
2265,42918,Winnebago Man,0.227258,7/9/10
2266,25891,ExTerminators,0.339125,1/5/10
2267,55785,NEDs,0.224505,10/8/10
2268,158675,Les MisÃ©rables in Concert - The 25th Anniversary,0.224171,10/3/10
2269,51299,Life Cycles,0.222293,10/2/10
2270,57419,"Montevideo, Bog te video!",0.222257,12/19/10
2271,44991,The Four-Faced Liar,0.219619,1/1/10
2272,43939,I'm Still Here,0.218552,9/10/10
2273,59435,An Invisible Sign,0.218279,10/6/10
2274,35221,Father of Invention,0.216759,2/14/10
2275,46689,Waste Land,0.21650300000000003,1/24/10
2276,51402,WikiRebels: The Documentary,0.21633899999999998,12/12/10
2277,47088,The Extra Man,0.214381,8/1/10
2278,41371,Cheerleader Camp,0.213623,7/27/10
2279,34583,The Final,0.212376,1/28/10
2280,52454,Mega Shark vs. Crocosaurus,0.211508,12/21/10
2281,46789,Submarino,0.20159100000000002,9/1/10
2282,62878,Riverworld,0.210425,4/18/10
2283,41556,The Romantics,0.385851,9/10/10
2284,34335,Nine Dead,0.210231,1/1/10
2285,41584,Wonders of the Solar System,0.208862,8/4/10
2286,47911,"Bo Burnham: Words, Words, Words",0.207234,10/19/10
2287,51888,Robot Chicken: Star Wars Episode III,0.241085,12/19/10
2288,71700,Repeaters,0.20523000000000002,1/1/10
2289,57018,Captifs,0.204591,10/6/10
2290,51823,Across the Line: The Exodus of Charlie Wright,0.203502,12/28/10
2291,45556,Arctic Blast,0.201727,5/30/10
2292,45752,Scooby-Doo! Camp Scare,0.200531,9/14/10
2293,46713,Hunt to Kill,0.200241,11/6/10
2294,44160,Bal,0.286429,4/9/10
2295,44944,For Colored Girls,0.196975,11/5/10
2296,40080,The Cutting Edge: Fire & Ice,0.196856,3/14/10
2297,74518,Territories,0.195641,10/19/10
2298,68523,Slow Torture Puke Chamber,0.194905,7/27/10
2299,70925,Oranges and Sunshine,0.187445,10/8/10
2300,39440,Waiting for 'Superman',0.184116,9/24/10
2301,63578,The Trip,0.182077,9/1/10
2302,54700,The Presence,0.21730500000000003,8/4/10
2303,56812,Balada triste de trompeta,0.181532,12/17/10
2304,45368,Comme les 5 doigts de la main,0.180345,4/28/10
2305,47763,The Shrine,0.178957,10/14/10
2306,42833,Zwart Water,0.17845,3/11/10
2307,53459,F,0.260805,9/7/10
2308,49958,Primal,0.1776,8/26/10
2309,56743,Elena Undone,0.175586,6/25/10
2310,33602,Temple Grandin,0.175217,2/6/10
2311,55632,Peep World,0.174224,9/15/10
2312,46020,Sharktopus,0.173474,9/25/10
2313,352812,Tick Tock Tale,0.172275,6/10/10
2314,51794,Five Minarets in New York,0.171948,3/9/10
2315,48373,Listen to Your Heart,0.17161500000000002,8/14/10
2316,40911,è‰‹èˆº,0.170851,2/5/10
2317,57120,Meek's Cutoff,0.170821,9/5/10
2318,34134,Barbie in A Mermaid Tale,0.170408,1/26/10
2319,55246,Ceremony,0.168177,10/8/10
2320,57627,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,0.16758699999999999,8/12/10
2321,41345,Shank,0.167247,8/21/10
2322,52333,Astral City: A Spiritual Journey,0.160701,5/10/10
2323,46138,Made in Dagenham,0.526537,9/11/10
2324,74471,The Dead,0.15835,8/30/10
2325,39522,Mega Piranha,0.157333,4/10/10
2326,88212,Prep & Landing Stocking Stuffer: Operation: Secret Santa,0.1553,12/7/10
2327,40720,Twelve,0.12869,7/30/10
2328,40170,Mortal Kombat: Rebirth,0.155084,6/8/10
2329,31967,Dante's Inferno: An Animated Epic,0.155075,2/9/10
2330,53778,DMT: The Spirit Molecule,0.150784,10/15/10
2331,38033,Chain Letter,0.150336,10/1/10
2332,48243,Essential Killing,0.14844200000000002,9/6/10
2333,54532,Is It Just Me?,0.147222,1/15/10
2334,41120,Rush: Beyond the Lighted Stage,0.145026,6/29/10
2335,66195,The Perfect Host,0.14489200000000002,7/1/10
2336,46665,Triple Dog,0.141985,5/10/10
2337,43922,Legendary,0.140371,9/9/10
2338,35688,Why Did I Get Married Too?,0.140251,4/2/10
2339,48186,The Boy Who Cried Werewolf,0.25260900000000003,10/22/10
2340,39333,180Â° South,0.010185,2/10/10
2341,64108,The Frankenstein Syndrome,0.136215,10/1/10
2342,52850,Toast,0.132502,12/30/10
2343,35791,Resident Evil: Afterlife,0.131526,9/9/10
2344,31196,Growth,0.131328,1/29/10
2345,38883,ProtÃ©ger et servir,0.13001600000000002,1/22/10
2346,62592,Revenge of the Bridesmaids,0.129442,7/18/10
2347,27584,High School,0.126182,6/3/10
2348,50037,Beyond the Black Rainbow,0.191889,12/3/10
2349,70862,American Grindhouse,0.12315799999999999,3/13/10
2350,11761,Peacock,0.120636,4/20/10
2351,44737,BÃ©bÃ©s,0.20532899999999998,5/7/10
2352,65056,A Little Help,0.067885,7/22/10
2353,35691,Letters to God,0.10772899999999999,4/9/10
2354,57011,Alien vs. Ninja,0.107503,7/3/10
2355,36956,Cosa voglio di piÃ¹,0.30892800000000004,4/30/10
2356,47177,Devil's Playground,0.137397,8/21/10
2357,63498,Chico & Rita,0.10463499999999999,11/19/10
2358,59110,Parked,0.18021700000000002,9/1/10
2359,43552,Vanishing on 7th Street,0.27632199999999996,9/11/10
2360,70712,Te presento a Laura,0.097594,10/29/10
2361,53807,Li Xiao Long,0.09501799999999999,11/25/10
2362,64786,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,0.021644999999999998,12/16/10
2363,46368,The Rig,0.267278,10/5/10
2364,70448,All About Evil,0.11104800000000001,5/1/10
2365,45022,Holy Rollers,0.25427,5/21/10
2366,50099,Break Ke Baad,0.090543,11/26/10
2367,40663,Gasland,0.087585,1/24/10
2368,72914,"Fat, Sick & Nearly Dead",0.071963,4/16/10
2369,53190,The Two Escobars,0.095444,6/22/10
2370,127717,Freshman Father,0.0818919999999999,6/5/10
2371,52349,600 kilos d'or pur,0.081724,3/7/10
2372,63348,The Encounter,0.0781299999999999,5/3/10
2373,40016,Birdemic: Shock and Terror,0.150035,2/27/10
2374,42189,Kevin Hart: Seriously Funny,0.153853,7/20/10
2375,51764,BearCity,0.068941,6/8/10
2376,315620,Doctor Who: A Christmas Carol,0.068411,12/25/10
2377,52414,ê³ ì‚¬ ë‘ ë²ˆì§¸ ì´ì•¼ê¸°: êµìƒì‹¤ìŠµ,0.066704,7/28/10
2378,49679,Action Replayy,0.028227,11/5/10
2379,30886,Veer,0.066188,1/22/10
2380,52060,Christmas Cupid,0.065833,12/12/10
2381,42966,Once Upon a Time in Mumbaai,0.06497,7/30/10
2382,40188,Une Petite zone de turbulences,0.0653909999999999,1/12/10
2383,36736,The Drawn Together Movie: The Movie!,0.225569,4/20/10
2384,45839,FRED: The Movie,0.064038,9/18/10
2385,52605,Strapped,0.063325,9/24/10
2386,53344,Lemmy,0.06447,3/15/10
2387,39486,Secretariat,0.06324,8/20/10
2388,42950,What if...,0.057892,8/20/10
2389,55244,Bill Cunningham New York,0.052322,3/24/10
2390,46718,DC Showcase: Green Arrow,0.0506,9/28/10
2391,40777,I Hate Luv Storys,0.050481,7/2/10
2392,69480,Tabloid,0.049803,10/1/10
2393,37757,Never Sleep Again: The Elm Street Legacy,0.048672,5/4/10
2394,45523,Louis C.K.: Hilarious,0.046872000000000004,1/26/10
2395,58107,Burakku Rokku ShÅ«tÄ,0.227962,7/24/10
2396,26214,The American Matrix - Age Of Deception,0.006640000000000001,1/1/10
2397,241829,The Making of The Walking Dead,0.033048,7/31/10
2398,39356,Boy,0.028456,2/14/10
2399,56811,Cropsey,0.025935000000000003,4/29/10
2400,53844,Il reste du jambon ?,0.037806,10/27/10
2401,45644,Opeth: In Live Concert At The Royal Albert Hall,0.067753,9/21/10
2402,37058,I'm Here,0.019247999999999998,3/1/10
2403,72013,Yu-Gi-Oh! 3D: Bonds Beyond Time,0.06762,1/23/10
2404,44950,A Horrible Way to Die,0.009766,9/14/10
2405,54527,Into Eternity,0.033845,11/12/10
2406,24243,As Melhores Coisas do Mundo,0.0637539999999999,5/22/10
2407,41397,Joan Rivers: A Piece of Work,0.004569,1/25/10
2408,40025,æ’•ç¥¨é¢¨é›²,0.0044329999999999994,1/7/10
2409,550,Fight Club,8.947905,10/14/99
2410,603,The Matrix,7.7538990000000005,3/30/99
2411,14,American Beauty,3.5557199999999907,9/15/99
2412,1893,Star Wars: Episode I - The Phantom Menace,3.5260290000000003,5/19/99
2413,564,The Mummy,2.94377,5/6/99
2414,497,The Green Mile,2.719461,12/10/99
2415,745,The Sixth Sense,2.5787310000000003,8/2/99
2416,36643,The World Is Not Enough,2.129874,11/8/99
2417,796,Cruel Intentions,2.069357,3/5/99
2418,2668,Sleepy Hollow,2.065619,11/18/99
2419,37135,Tarzan,1.9458939999999998,6/18/99
2420,2105,American Pie,1.825695,7/9/99
2421,1844,Entrapment,1.820318,4/30/99
2422,863,Toy Story 2,1.810197,10/30/99
2423,4951,10 Things I Hate About You,1.769152,3/30/99
2424,509,Notting Hill,1.72385,5/13/99
2425,817,Austin Powers: The Spy Who Shagged Me,1.560867,6/8/99
2426,226,Boys Don't Cry,1.43163,9/2/99
2427,9008,The Insider,1.427794,10/28/99
2428,926,Galaxy Quest,1.3486280000000002,12/23/99
2429,345,Eyes Wide Shut,1.329827,7/14/99
2430,492,Being John Malkovich,1.328465,9/30/99
2431,9535,Analyze This,1.320079,3/5/99
2432,10137,Stuart Little,1.3092489999999999,12/17/99
2433,9481,The Bone Collector,1.254522,11/1/99
2434,8487,Wild Wild West,1.221973,6/29/99
2435,1911,The 13th Warrior,1.189386,8/27/99
2436,9946,End of Days,1.17388799999999,11/23/99
2437,1715,The Cider House Rules,1.152354,12/17/99
2438,10386,The Iron Giant,1.1509340000000001,8/6/99
2439,8914,Deep Blue Sea,1.1392229999999999,7/27/99
2440,9473,"South Park: Bigger, Longer & Uncut",1.076307,6/30/99
2441,2112,Payback,1.050599,2/4/99
2442,4806,Runaway Bride,1.03785,7/30/99
2443,10314,She's All That,1.0220280000000002,1/29/99
2444,10398,Double Jeopardy,0.993492,9/24/99
2445,8374,The Boondock Saints,0.992316,1/22/99
2446,1542,Office Space,0.9682040000000001,2/19/99
2447,1443,The Virgin Suicides,0.9412020000000001,4/21/99
2448,2277,Bicentennial Man,0.937873,12/17/99
2449,2667,The Blair Witch Project,0.9346209999999999,7/14/99
2450,622,The Ninth Gate,0.920974,8/24/99
2451,10400,The Hurricane,0.9208799999999999,9/17/99
2452,1090,The Thirteenth Floor,0.9073049999999999,4/16/99
2453,9032,Big Daddy,0.8765870000000001,6/25/99
2454,8649,Bringing Out the Dead,0.855109,10/22/99
2455,8224,8MM,0.8234940000000001,2/25/99
2456,1832,Dogma,0.82073,11/12/99
2457,3558,"Girl, Interrupted",0.797082,12/21/99
2458,15400,Mickey's Once Upon a Christmas,0.779596,12/7/99
2459,11618,The Haunting,0.778786,7/23/99
2460,1641,Forces of Nature,0.746054,3/12/99
2461,11622,Blast from the Past,0.744837,2/12/99
2462,11374,Edtv,0.740133,3/26/99
2463,10207,Message in a Bottle,0.7318020000000001,2/22/99
2464,2275,The General's Daughter,0.72669,6/18/99
2465,10307,Stigmata,0.725013,9/10/99
2466,11601,Stir of Echoes,0.716336,9/10/99
2467,9451,Election,0.694437,4/23/99
2468,332,Inspector Gadget,0.684185,7/23/99
2469,334,Magnolia,0.682531,12/8/99
2470,2020,The Bachelor,0.6710699999999991,11/5/99
2471,9423,Virus,0.654013,1/14/99
2472,1213,The Talented Mr. Ripley,0.6403310000000001,12/25/99
2473,9825,Lake Placid,0.637814,7/15/99
2474,9781,Detroit Rock City,0.63765,8/13/99
2475,9824,Mystery Men,0.636432,8/6/99
2476,4816,Ghost Dog: The Way of the Samurai,0.6271720000000001,9/13/99
2477,49948,Fantasia 2000,0.617279,12/31/99
2478,9430,Go,0.614402,4/9/99
2479,11355,Never Been Kissed,0.614007,4/9/99
2480,12117,Instinct,0.598565,6/4/99
2481,13466,October Sky,0.596781999999999,2/19/99
2482,6415,Three Kings,0.585123,9/27/99
2483,1850,Man on the Moon,0.581756,12/22/99
2484,17707,Brokedown Palace,0.566661,8/13/99
2485,26177,Annie,0.54872,11/7/99
2486,11377,House on Haunted Hill,0.5480970000000001,10/29/99
2487,12095,From Dusk Till Dawn 2: Texas Blood Money,0.545399,3/16/99
2488,18621,Best Laid Plans,0.538087,4/9/99
2489,16716,A Christmas Carol,0.521573,12/5/99
2490,913,The Thomas Crown Affair,0.508128,8/6/99
2491,12618,Random Hearts,0.5034609999999989,10/8/99
2492,1946,eXistenZ,0.501242,4/14/99
2493,20024,The End of the Affair,0.49836499999999995,12/3/99
2494,11001,Blue Streak,0.49601000000000006,9/17/99
2495,7341,The Rage: Carrie 2,0.480421,3/11/99
2496,1073,Arlington Road,0.479263,3/19/99
2497,38809,Black and White,0.47073999999999994,9/4/99
2498,54982,Introducing Dorothy Dandridge,0.469286,8/21/99
2499,10563,Three to Tango,0.45956,10/22/99
2500,9455,The Corruptor,0.454992,3/12/99
2501,1439,Anna and the King,0.450237,12/16/99
2502,12524,Titus,0.446421,12/25/99
2503,41586,K-911,0.42499799999999893,12/7/99
2504,10366,Universal Soldier: The Return,0.41861099999999996,8/5/99
2505,10154,Mickey Blue Eyes,0.416778,8/16/99
2506,12485,Candyman: Day of the Dead,0.413376,7/9/99
2507,17198,The Mating Habits of the Earthbound Human,0.40647,9/3/99
2508,11944,Joan of Arc,0.406308,5/16/99
2509,12596,Pushing Tin,0.401336,4/23/99
